[00:00.000 --> 00:29.980]  Thank you.
[01:08:33.240 --> 01:08:34.220]  information and
[01:08:34.220 --> 01:08:34.700]  knowledge.
[01:08:35.240 --> 01:08:35.360]  So,
[01:08:35.760 --> 01:08:36.400]  as you move
[01:08:36.400 --> 01:08:37.400]  forward through
[01:08:37.400 --> 01:08:38.040]  the course
[01:08:38.040 --> 01:08:38.700]  and forward
[01:08:38.700 --> 01:08:39.240]  through the
[01:08:39.240 --> 01:08:39.660]  different
[01:08:39.660 --> 01:08:40.560]  subjects,
[01:08:41.240 --> 01:08:41.700]  all these
[01:08:41.700 --> 01:08:42.660]  other subjects
[01:08:42.660 --> 01:08:43.340]  in the higher
[01:08:43.340 --> 01:08:46.980]  years
[01:08:46.980 --> 01:08:48.360]  will continue
[01:08:48.360 --> 01:08:49.260]  to rely
[01:08:49.260 --> 01:08:50.040]  on
[01:08:50.040 --> 01:08:51.420]  your
[01:08:51.420 --> 01:08:52.280]  knowledge
[01:08:52.280 --> 01:08:52.920]  of what
[01:08:52.920 --> 01:08:53.200]  you've
[01:08:53.200 --> 01:08:53.800]  taken up.
[01:08:54.000 --> 01:08:54.120]  So,
[01:08:54.120 --> 01:08:57.380]  when you
[01:08:57.380 --> 01:08:57.700]  get to
[01:08:57.700 --> 01:08:58.280]  CE-Tron
[01:08:58.280 --> 01:08:58.620]  3,
[01:08:59.320 --> 01:09:00.860]  you will
[01:09:00.860 --> 01:09:01.380]  definitely
[01:09:01.380 --> 01:09:02.800]  be required
[01:09:02.800 --> 01:09:04.480]  to come
[01:09:04.480 --> 01:09:04.840]  up with
[01:09:04.840 --> 01:09:05.740]  circuits and
[01:09:05.740 --> 01:09:06.240]  the assumption
[01:09:06.240 --> 01:09:06.680]  there is
[01:09:06.680 --> 01:09:07.500]  whatever circuits
[01:09:07.500 --> 01:09:08.040]  that you need
[01:09:08.040 --> 01:09:08.580]  to come up
[01:09:08.580 --> 01:09:09.120]  with as
[01:09:09.120 --> 01:09:10.960]  needed by
[01:09:10.960 --> 01:09:12.000]  the statements
[01:09:12.000 --> 01:09:12.580]  or the
[01:09:12.580 --> 01:09:13.280]  specifications
[01:09:13.280 --> 01:09:15.820]  will rely
[01:09:15.820 --> 01:09:16.540]  on the
[01:09:16.540 --> 01:09:17.120]  fact that
[01:09:17.120 --> 01:09:17.840]  I can
[01:09:17.840 --> 01:09:18.360]  use
[01:09:18.360 --> 01:09:19.480]  voltage
[01:09:19.480 --> 01:09:20.080]  doubling
[01:09:20.080 --> 01:09:21.820]  to get
[01:09:21.820 --> 01:09:22.820]  this required
[01:09:22.820 --> 01:09:23.900]  voltage here
[01:09:23.900 --> 01:09:24.400]  at this
[01:09:24.400 --> 01:09:24.860]  point in
[01:09:24.860 --> 01:09:25.260]  the circuit
[01:09:25.260 --> 01:09:25.700]  so that
[01:09:25.700 --> 01:09:26.320]  it works.
[01:09:26.940 --> 01:09:27.140]  All right?
[01:09:27.480 --> 01:09:28.160]  So on and
[01:09:28.160 --> 01:09:28.660]  so forth.
[01:09:28.820 --> 01:09:28.920]  So,
[01:09:29.100 --> 01:09:29.660]  lahat yan.
[01:09:30.200 --> 01:09:30.400]  Okay?
[01:09:30.560 --> 01:09:31.340]  You're building
[01:09:31.340 --> 01:09:32.280]  your knowledge.
[01:09:32.820 --> 01:09:33.000]  So,
[01:09:33.480 --> 01:09:34.120]  light-emitting
[01:09:34.120 --> 01:09:34.660]  diodes.
[01:09:35.120 --> 01:09:35.520]  LEDs
[01:09:35.520 --> 01:09:37.000]  basically are
[01:09:37.000 --> 01:09:37.800]  specialized
[01:09:37.800 --> 01:09:38.640]  diodes
[01:09:38.640 --> 01:09:40.200]  that,
[01:09:41.200 --> 01:09:41.600]  surprise,
[01:09:41.740 --> 01:09:41.980]  surprise,
[01:09:42.320 --> 01:09:43.060]  give off
[01:09:43.060 --> 01:09:44.420]  possibly
[01:09:44.420 --> 01:09:46.500]  not necessarily
[01:09:46.500 --> 01:09:47.640]  visible light.
[01:09:47.640 --> 01:09:48.220]  all right?
[01:09:48.220 --> 01:09:48.720]  This is
[01:09:48.720 --> 01:09:52.980]  light when
[01:09:52.980 --> 01:09:53.500]  it is
[01:09:53.500 --> 01:09:54.120]  forward
[01:09:54.120 --> 01:09:54.700]  biased.
[01:09:55.100 --> 01:09:55.180]  Okay?
[01:09:55.280 --> 01:09:55.680]  So not
[01:09:55.680 --> 01:09:56.260]  necessarily
[01:09:56.260 --> 01:09:56.920]  visible.
[01:09:57.400 --> 01:09:57.740]  Why?
[01:09:57.900 --> 01:09:58.440]  Because we
[01:09:58.440 --> 01:09:59.040]  do have
[01:09:59.040 --> 01:10:00.220]  UV and
[01:10:00.220 --> 01:10:00.960]  infrared
[01:10:00.960 --> 01:10:03.020]  diodes.
[01:10:03.560 --> 01:10:03.840]  All right?
[01:10:04.060 --> 01:10:04.560]  These are
[01:10:04.560 --> 01:10:06.480]  still light-emitting
[01:10:06.480 --> 01:10:07.080]  diodes,
[01:10:07.340 --> 01:10:08.760]  but they
[01:10:08.760 --> 01:10:09.380]  produce
[01:10:09.380 --> 01:10:10.660]  outputs that
[01:10:10.660 --> 01:10:11.380]  are basically
[01:10:11.380 --> 01:10:12.480]  invisible to
[01:10:12.480 --> 01:10:12.840]  us.
[01:10:12.840 --> 01:10:14.160]  so,
[01:10:14.960 --> 01:10:15.760]  and that's
[01:10:15.760 --> 01:10:16.720]  basically what's,
[01:10:16.840 --> 01:10:17.640]  this is pretty
[01:10:17.640 --> 01:10:18.960]  interesting in
[01:10:18.960 --> 01:10:19.380]  the sense
[01:10:19.380 --> 01:10:20.160]  that,
[01:10:20.160 --> 01:10:21.040]  you know,
[01:10:22.540 --> 01:10:25.600]  the solid
[01:10:25.600 --> 01:10:26.240]  state
[01:10:26.240 --> 01:10:29.420]  device,
[01:10:29.640 --> 01:10:30.100]  all right,
[01:10:30.240 --> 01:10:31.020]  that's become
[01:10:31.020 --> 01:10:31.580]  available
[01:10:31.580 --> 01:10:34.160]  is now
[01:10:34.160 --> 01:10:35.760]  replacing all
[01:10:35.760 --> 01:10:36.140]  of the
[01:10:36.140 --> 01:10:36.500]  lighting
[01:10:36.500 --> 01:10:37.220]  requirements
[01:10:37.220 --> 01:10:38.260]  or a lot
[01:10:38.260 --> 01:10:38.680]  of the
[01:10:38.680 --> 01:10:38.920]  lighting
[01:10:38.920 --> 01:10:39.700]  requirements
[01:10:39.700 --> 01:10:40.820]  that we
[01:10:40.820 --> 01:10:42.160]  have solely
[01:10:42.160 --> 01:10:42.780]  based on the
[01:10:42.780 --> 01:10:43.360]  fact that
[01:10:43.360 --> 01:10:44.160]  they are
[01:10:44.160 --> 01:10:44.740]  significantly
[01:10:44.740 --> 01:10:46.480]  more efficient,
[01:10:46.880 --> 01:10:47.400]  electrically
[01:10:47.400 --> 01:10:47.900]  efficient,
[01:10:48.500 --> 01:10:49.360]  in converting
[01:10:49.360 --> 01:10:51.780]  power from
[01:10:51.780 --> 01:10:52.480]  electricity
[01:10:52.480 --> 01:10:53.580]  into
[01:10:53.580 --> 01:10:55.120]  light
[01:10:55.120 --> 01:10:56.780]  compared to
[01:10:56.780 --> 01:10:57.500]  other
[01:10:57.500 --> 01:10:58.260]  available
[01:10:58.260 --> 01:10:59.140]  technologies
[01:10:59.140 --> 01:11:00.860]  that produce
[01:11:00.860 --> 01:11:02.220]  the same
[01:11:02.220 --> 01:11:03.040]  transformation.
[01:11:04.380 --> 01:11:04.500]  Okay?
[01:11:05.140 --> 01:11:06.480]  They're also
[01:11:06.480 --> 01:11:07.600]  fairly inexpensive,
[01:11:08.440 --> 01:11:08.860]  all right,
[01:11:09.180 --> 01:11:09.760]  which makes
[01:11:09.760 --> 01:11:10.400]  them, of course,
[01:11:10.480 --> 01:11:11.220]  an ideal
[01:11:11.220 --> 01:11:12.500]  consumer product.
[01:11:12.780 --> 01:11:13.780]  All right?
[01:11:14.120 --> 01:11:14.360]  So,
[01:11:14.520 --> 01:11:15.340]  this process
[01:11:15.340 --> 01:11:15.900]  of giving
[01:11:15.900 --> 01:11:16.520]  off light
[01:11:16.520 --> 01:11:17.200]  is basically
[01:11:17.200 --> 01:11:17.660]  called
[01:11:17.660 --> 01:11:19.620]  electroluminescence.
[01:11:20.120 --> 01:11:20.440]  From
[01:11:20.440 --> 01:11:21.340]  electricity,
[01:11:21.980 --> 01:11:22.480]  we get
[01:11:22.480 --> 01:11:23.480]  luminous
[01:11:23.480 --> 01:11:24.140]  output,
[01:11:24.840 --> 01:11:25.180]  all right,
[01:11:25.520 --> 01:11:26.900]  light output,
[01:11:27.060 --> 01:11:27.900]  luminous output,
[01:11:28.320 --> 01:11:28.640]  all right,
[01:11:28.820 --> 01:11:30.520]  electroluminescence.
[01:11:31.620 --> 01:11:31.740]  Okay.
[01:11:32.760 --> 01:11:33.200]  LEDs,
[01:11:33.860 --> 01:11:34.600]  which are
[01:11:34.600 --> 01:11:35.620]  mostly what
[01:11:35.620 --> 01:11:36.040]  are shown
[01:11:36.040 --> 01:11:36.380]  here,
[01:11:36.580 --> 01:11:37.160]  used as
[01:11:37.160 --> 01:11:38.120]  indicators,
[01:11:38.120 --> 01:11:38.340]  indicators,
[01:11:39.540 --> 01:11:39.740]  all right,
[01:11:39.740 --> 01:11:40.200]  if not
[01:11:40.200 --> 01:11:41.060]  indicators,
[01:11:41.680 --> 01:11:42.360]  they're used
[01:11:42.360 --> 01:11:43.420]  really for
[01:11:43.420 --> 01:11:47.080]  entertainment.
[01:11:47.940 --> 01:11:48.340]  It's used
[01:11:48.340 --> 01:11:50.140]  for bling,
[01:11:50.640 --> 01:11:51.100]  all right,
[01:11:51.760 --> 01:11:52.400]  for making
[01:11:52.400 --> 01:11:53.100]  something look
[01:11:53.100 --> 01:11:53.700]  nicer,
[01:11:54.700 --> 01:11:55.140]  all right?
[01:11:55.460 --> 01:11:56.360]  They are all
[01:11:56.360 --> 01:11:57.140]  over the place.
[01:11:57.500 --> 01:11:57.580]  So,
[01:11:57.880 --> 01:11:58.920]  these are all
[01:11:58.920 --> 01:12:00.000]  basically
[01:12:00.000 --> 01:12:01.740]  through-hole
[01:12:01.740 --> 01:12:02.980]  LEDs.
[01:12:02.980 --> 01:12:03.260]  LEDs,
[01:12:03.980 --> 01:12:04.720]  they have
[01:12:04.720 --> 01:12:05.360]  legs that
[01:12:05.360 --> 01:12:05.980]  you insert
[01:12:05.980 --> 01:12:07.320]  into the
[01:12:07.320 --> 01:12:08.200]  PCB or use
[01:12:08.200 --> 01:12:08.740]  them straight
[01:12:08.740 --> 01:12:09.260]  off with
[01:12:09.260 --> 01:12:09.740]  the legs.
[01:12:10.380 --> 01:12:10.700]  But,
[01:12:10.940 --> 01:12:11.500]  there are
[01:12:11.500 --> 01:12:12.720]  also surface
[01:12:12.720 --> 01:12:13.740]  mount LEDs,
[01:12:14.260 --> 01:12:15.440]  which are all
[01:12:15.440 --> 01:12:15.800]  the more
[01:12:15.800 --> 01:12:16.880]  popular now,
[01:12:16.880 --> 01:12:19.080]  because these
[01:12:19.080 --> 01:12:19.660]  are the types
[01:12:19.660 --> 01:12:20.200]  of LEDs
[01:12:20.200 --> 01:12:20.740]  that you'll
[01:12:20.740 --> 01:12:21.440]  find in
[01:12:21.440 --> 01:12:22.600]  home lighting,
[01:12:22.760 --> 01:12:23.300]  for example,
[01:12:23.720 --> 01:12:24.500]  as well as
[01:12:24.500 --> 01:12:26.460]  modern electronics
[01:12:26.460 --> 01:12:27.360]  being used
[01:12:27.360 --> 01:12:28.200]  as indicators
[01:12:28.200 --> 01:12:29.880]  where very
[01:12:29.880 --> 01:12:30.660]  low profile
[01:12:30.660 --> 01:12:32.220]  and much
[01:12:32.220 --> 01:12:33.040]  lower cost
[01:12:33.040 --> 01:12:35.040]  is of
[01:12:35.040 --> 01:12:35.940]  advantage
[01:12:35.940 --> 01:12:37.700]  and importance.
[01:12:38.300 --> 01:12:38.400]  Okay?
[01:12:38.820 --> 01:12:39.160]  So,
[01:12:39.740 --> 01:12:40.840]  if you have
[01:12:40.840 --> 01:12:41.800]  any of
[01:12:41.800 --> 01:12:42.420]  the modern
[01:12:42.420 --> 01:12:43.000]  devices,
[01:12:43.000 --> 01:12:43.800]  such as
[01:12:43.800 --> 01:12:44.860]  router,
[01:12:45.780 --> 01:12:46.440]  Wi-Fi,
[01:12:46.880 --> 01:12:47.880]  access point
[01:12:47.880 --> 01:12:49.220]  or whatever,
[01:12:49.760 --> 01:12:50.100]  all right?
[01:12:50.520 --> 01:12:51.160]  Or even
[01:12:51.160 --> 01:12:52.000]  a charger,
[01:12:52.400 --> 01:12:53.020]  for example,
[01:12:54.200 --> 01:12:54.760]  which has
[01:12:54.760 --> 01:12:55.640]  an indicator
[01:12:55.640 --> 01:12:56.400]  to say that,
[01:12:56.540 --> 01:12:56.600]  hey,
[01:12:56.640 --> 01:12:57.200]  I'm on,
[01:12:57.920 --> 01:12:58.160]  all right?
[01:12:58.820 --> 01:12:59.460]  Most,
[01:13:00.340 --> 01:13:01.100]  a lot of
[01:13:01.100 --> 01:13:01.760]  the times,
[01:13:02.320 --> 01:13:02.760]  particularly
[01:13:02.760 --> 01:13:04.320]  with electronics,
[01:13:05.200 --> 01:13:05.560]  all right?
[01:13:06.380 --> 01:13:07.020]  Routers
[01:13:07.020 --> 01:13:07.500]  and stuff
[01:13:07.500 --> 01:13:08.000]  like that,
[01:13:08.780 --> 01:13:09.520]  they all
[01:13:09.520 --> 01:13:10.680]  use surface
[01:13:10.680 --> 01:13:11.300]  mount
[01:13:11.300 --> 01:13:12.120]  LEDs.
[01:13:13.560 --> 01:13:14.160]  And,
[01:13:14.460 --> 01:13:14.900]  the reason
[01:13:14.900 --> 01:13:15.420]  that they do
[01:13:15.420 --> 01:13:16.400]  that is because
[01:13:16.400 --> 01:13:17.520]  it is
[01:13:17.520 --> 01:13:18.300]  cheaper,
[01:13:18.780 --> 01:13:20.300]  all right,
[01:13:20.640 --> 01:13:21.280]  and more
[01:13:21.280 --> 01:13:22.100]  feasible
[01:13:22.100 --> 01:13:24.020]  for
[01:13:24.020 --> 01:13:25.780]  manufacturing
[01:13:25.780 --> 01:13:27.040]  to use
[01:13:27.040 --> 01:13:27.680]  surface
[01:13:27.680 --> 01:13:28.060]  mount.
[01:13:29.060 --> 01:13:30.080]  On the
[01:13:30.080 --> 01:13:30.360]  simple
[01:13:30.360 --> 01:13:31.160]  basis that
[01:13:31.160 --> 01:13:32.320]  a large
[01:13:32.320 --> 01:13:33.140]  part of
[01:13:33.140 --> 01:13:34.260]  the components
[01:13:34.260 --> 01:13:35.580]  on the
[01:13:35.580 --> 01:13:35.880]  board
[01:13:35.880 --> 01:13:36.900]  are surface
[01:13:36.900 --> 01:13:37.700]  mount devices
[01:13:37.700 --> 01:13:38.620]  where
[01:13:38.620 --> 01:13:39.920]  they don't
[01:13:39.920 --> 01:13:41.160]  have legs
[01:13:41.160 --> 01:13:41.820]  like this
[01:13:41.820 --> 01:13:42.320]  anymore.
[01:13:43.400 --> 01:13:43.580]  Okay?
[01:13:43.580 --> 01:13:44.400]  So,
[01:13:44.500 --> 01:13:44.920]  if you
[01:13:44.920 --> 01:13:45.220]  are
[01:13:45.220 --> 01:13:45.860]  assembling
[01:13:45.860 --> 01:13:46.720]  a board
[01:13:46.720 --> 01:13:47.620]  that is
[01:13:47.620 --> 01:13:48.380]  composed
[01:13:48.380 --> 01:13:48.760]  of
[01:13:48.760 --> 01:13:49.480]  components
[01:13:49.480 --> 01:13:49.940]  that are
[01:13:49.940 --> 01:13:50.400]  surface
[01:13:50.400 --> 01:13:50.780]  mount,
[01:13:51.400 --> 01:13:51.960]  it makes
[01:13:51.960 --> 01:13:52.380]  sense
[01:13:52.380 --> 01:13:52.980]  that the
[01:13:52.980 --> 01:13:53.480]  LEDs
[01:13:53.480 --> 01:13:54.560]  are also
[01:13:54.560 --> 01:13:55.040]  surface
[01:13:55.040 --> 01:13:55.420]  mount
[01:13:55.420 --> 01:13:56.140]  because
[01:13:56.140 --> 01:13:57.140]  the machines
[01:13:57.140 --> 01:13:57.620]  that are
[01:13:57.620 --> 01:13:58.140]  putting the
[01:13:58.140 --> 01:13:58.720]  components
[01:13:58.720 --> 01:13:59.320]  onto the
[01:13:59.320 --> 01:13:59.640]  board
[01:13:59.640 --> 01:14:00.840]  are designed
[01:14:00.840 --> 01:14:01.460]  to handle
[01:14:01.460 --> 01:14:01.880]  surface
[01:14:01.880 --> 01:14:02.200]  mount.
[01:14:02.200 --> 01:14:02.880]  Now,
[01:14:02.940 --> 01:14:03.140]  if you
[01:14:03.140 --> 01:14:03.420]  have a
[01:14:03.420 --> 01:14:03.860]  component
[01:14:03.860 --> 01:14:04.680]  there in
[01:14:04.680 --> 01:14:04.920]  that
[01:14:04.920 --> 01:14:05.360]  process
[01:14:05.360 --> 01:14:05.760]  that's
[01:14:05.760 --> 01:14:06.260]  not a
[01:14:06.260 --> 01:14:06.580]  surface
[01:14:06.580 --> 01:14:06.920]  mount,
[01:14:07.040 --> 01:14:07.440]  it's not a
[01:14:07.440 --> 01:14:07.700]  surface
[01:14:07.700 --> 01:14:08.080]  mount,
[01:14:08.080 --> 01:14:08.440]  it's not a
[01:14:08.440 --> 01:14:08.380]  surface mount,
[01:14:08.380 --> 01:14:10.320]  it's not a
[01:14:10.320 --> 01:14:12.520]  machine.
[01:14:12.940 --> 01:14:14.160]  It's not a
[01:14:14.160 --> 01:14:14.440]  machine.
[01:14:14.440 --> 01:14:16.000]  another
[01:14:16.000 --> 01:14:17.360]  machine,
[01:14:17.560 --> 01:14:18.480]  aka a
[01:14:18.480 --> 01:14:19.040]  person,
[01:14:19.500 --> 01:14:19.980]  is more
[01:14:19.980 --> 01:14:20.500]  likely
[01:14:20.500 --> 01:14:21.500]  to be
[01:14:21.500 --> 01:14:22.080]  the one
[01:14:22.080 --> 01:14:22.620]  handling
[01:14:22.620 --> 01:14:23.260]  and putting
[01:14:23.260 --> 01:14:23.760]  those
[01:14:23.760 --> 01:14:24.420]  other
[01:14:24.420 --> 01:14:25.180]  components
[01:14:25.180 --> 01:14:26.400]  later in
[01:14:26.400 --> 01:14:27.060]  the process.
[01:14:27.260 --> 01:14:27.380]  So,
[01:14:27.480 --> 01:14:30.880]  process
[01:14:30.880 --> 01:14:33.060]  flow.
[01:14:33.680 --> 01:14:33.940]  Alright?
[01:14:34.220 --> 01:14:34.800]  It will be
[01:14:34.800 --> 01:14:35.360]  slower
[01:14:35.360 --> 01:14:35.980]  to have
[01:14:35.980 --> 01:14:36.620]  a mixture
[01:14:36.620 --> 01:14:37.240]  of
[01:14:37.240 --> 01:14:37.800]  through
[01:14:37.800 --> 01:14:38.260]  hole
[01:14:38.260 --> 01:14:39.040]  and
[01:14:39.040 --> 01:14:40.020]  surface
[01:14:40.020 --> 01:14:40.280]  mount
[01:14:40.280 --> 01:14:40.820]  components.
[01:14:41.000 --> 01:14:41.120]  So,
[01:14:41.520 --> 01:14:41.680]  for
[01:14:41.680 --> 01:14:42.300]  electronics
[01:14:42.300 --> 01:14:43.100]  that are
[01:14:43.100 --> 01:14:44.160]  vastly
[01:14:44.160 --> 01:14:45.000]  made out
[01:14:45.000 --> 01:14:45.280]  of
[01:14:45.280 --> 01:14:45.940]  integrated
[01:14:45.940 --> 01:14:46.680]  circuits,
[01:14:46.880 --> 01:14:47.880]  microcontrollers,
[01:14:48.000 --> 01:14:48.220]  and so
[01:14:48.220 --> 01:14:48.620]  on and so
[01:14:48.620 --> 01:14:48.940]  forth,
[01:14:49.540 --> 01:14:51.180]  where
[01:14:51.180 --> 01:14:52.680]  90%
[01:14:52.680 --> 01:14:53.060]  or
[01:14:53.060 --> 01:14:53.700]  practically
[01:14:53.700 --> 01:14:54.540]  100%
[01:14:54.540 --> 01:14:54.900]  of the
[01:14:54.900 --> 01:14:55.340]  components
[01:14:55.340 --> 01:14:56.020]  can be
[01:14:56.020 --> 01:14:56.360]  made
[01:14:56.360 --> 01:14:56.800]  surface
[01:14:56.800 --> 01:14:57.120]  mount,
[01:14:57.680 --> 01:14:58.060]  that's
[01:14:58.060 --> 01:14:58.380]  what's
[01:14:58.380 --> 01:14:58.860]  going to
[01:14:58.860 --> 01:14:59.640]  be going
[01:14:59.640 --> 01:15:00.100]  into the
[01:15:00.100 --> 01:15:00.360]  board,
[01:15:00.760 --> 01:15:00.960]  all
[01:15:00.960 --> 01:15:01.320]  surface
[01:15:01.320 --> 01:15:01.640]  mount.
[01:15:02.280 --> 01:15:02.380]  Okay?
[01:15:02.800 --> 01:15:03.000]  Alright.
[01:15:03.220 --> 01:15:03.420]  Now,
[01:15:04.340 --> 01:15:05.700]  so,
[01:15:05.960 --> 01:15:06.360]  here,
[01:15:06.580 --> 01:15:07.000]  the slide
[01:15:07.000 --> 01:15:07.420]  is showing
[01:15:07.420 --> 01:15:07.660]  that,
[01:15:07.680 --> 01:15:07.880]  you know,
[01:15:07.960 --> 01:15:08.500]  LEDs are
[01:15:08.500 --> 01:15:09.160]  available in
[01:15:09.160 --> 01:15:09.520]  various
[01:15:09.520 --> 01:15:10.340]  forms,
[01:15:11.180 --> 01:15:11.440]  right?
[01:15:11.740 --> 01:15:12.280]  Shapes and
[01:15:12.280 --> 01:15:12.720]  sizes,
[01:15:13.100 --> 01:15:13.980]  most of
[01:15:13.980 --> 01:15:14.360]  these are
[01:15:14.360 --> 01:15:14.900]  pretty
[01:15:14.900 --> 01:15:15.380]  tiny,
[01:15:15.560 --> 01:15:15.700]  but
[01:15:15.700 --> 01:15:16.560]  surface
[01:15:16.560 --> 01:15:17.000]  mount,
[01:15:17.420 --> 01:15:17.620]  the
[01:15:17.620 --> 01:15:18.000]  casing
[01:15:18.000 --> 01:15:18.760]  basically
[01:15:18.760 --> 01:15:19.420]  has
[01:15:19.420 --> 01:15:19.800]  nothing
[01:15:19.800 --> 01:15:20.180]  to do
[01:15:20.180 --> 01:15:20.300]  with
[01:15:20.300 --> 01:15:20.440]  the
[01:15:20.440 --> 01:15:20.660]  color
[01:15:20.660 --> 01:15:20.860]  of
[01:15:20.860 --> 01:15:21.120]  light
[01:15:21.120 --> 01:15:21.320]  that
[01:15:21.320 --> 01:15:21.480]  they
[01:15:21.480 --> 01:15:21.840]  emit
[01:15:21.840 --> 01:15:22.720]  in
[01:15:22.720 --> 01:15:23.720]  certain
[01:15:23.720 --> 01:15:24.180]  cases.
[01:15:24.820 --> 01:15:24.940]  So,
[01:15:25.260 --> 01:15:25.620]  you can
[01:15:25.620 --> 01:15:25.880]  have,
[01:15:26.000 --> 01:15:26.440]  for example,
[01:15:26.600 --> 01:15:27.080]  a clear
[01:15:27.080 --> 01:15:27.520]  LED
[01:15:27.520 --> 01:15:28.340]  like this
[01:15:28.340 --> 01:15:29.100]  or like
[01:15:29.100 --> 01:15:29.540]  this.
[01:15:30.720 --> 01:15:30.960]  They're
[01:15:30.960 --> 01:15:31.300]  actually
[01:15:31.300 --> 01:15:31.720]  one and
[01:15:31.720 --> 01:15:32.040]  the same
[01:15:32.040 --> 01:15:32.300]  thing
[01:15:32.300 --> 01:15:32.800]  practically
[01:15:32.800 --> 01:15:33.440]  inside.
[01:15:34.160 --> 01:15:34.860]  The only
[01:15:34.860 --> 01:15:35.520]  difference
[01:15:35.520 --> 01:15:35.980]  is,
[01:15:36.060 --> 01:15:36.400]  you know,
[01:15:36.780 --> 01:15:37.040]  the
[01:15:37.040 --> 01:15:37.940]  encapsulation
[01:15:37.940 --> 01:15:39.080]  and
[01:15:39.080 --> 01:15:39.780]  what
[01:15:39.780 --> 01:15:40.260]  color
[01:15:40.260 --> 01:15:40.520]  of
[01:15:40.520 --> 01:15:40.840]  light
[01:15:40.840 --> 01:15:41.120]  they
[01:15:41.120 --> 01:15:41.520]  emit,
[01:15:42.200 --> 01:15:42.440]  alright?
[01:15:43.100 --> 01:15:44.000]  is based
[01:15:44.000 --> 01:15:44.520]  on
[01:15:44.520 --> 01:15:45.480]  internally
[01:15:45.480 --> 01:15:46.120]  what
[01:15:46.120 --> 01:15:46.920]  is or
[01:15:46.920 --> 01:15:47.320]  how
[01:15:47.320 --> 01:15:47.680]  this
[01:15:47.680 --> 01:15:48.040]  thing
[01:15:48.040 --> 01:15:48.560]  was
[01:15:48.560 --> 01:15:48.940]  made,
[01:15:49.080 --> 01:15:49.240]  what
[01:15:49.240 --> 01:15:49.380]  were
[01:15:49.380 --> 01:15:49.560]  the
[01:15:49.560 --> 01:15:50.260]  materials
[01:15:50.260 --> 01:15:50.980]  in the
[01:15:50.980 --> 01:15:51.380]  semiconductor
[01:15:51.380 --> 01:15:52.460]  that
[01:15:52.460 --> 01:15:53.020]  were used
[01:15:53.020 --> 01:15:53.320]  to
[01:15:53.320 --> 01:15:53.940]  manufacture
[01:15:53.940 --> 01:15:54.560]  the
[01:15:54.560 --> 01:15:54.900]  LED.
[01:15:56.200 --> 01:15:56.600]  So,
[01:15:57.140 --> 01:15:57.780]  looking at
[01:15:57.780 --> 01:15:58.460]  it inside,
[01:15:58.800 --> 01:15:59.260]  basically,
[01:15:59.620 --> 01:16:00.100]  you can see
[01:16:00.100 --> 01:16:00.660]  that
[01:16:00.660 --> 01:16:03.260]  if you've
[01:16:03.260 --> 01:16:04.060]  ever looked
[01:16:04.060 --> 01:16:04.500]  at it
[01:16:04.500 --> 01:16:04.960]  closely,
[01:16:05.160 --> 01:16:05.540]  particularly
[01:16:05.540 --> 01:16:06.540]  with these
[01:16:06.540 --> 01:16:07.280]  that are,
[01:16:07.280 --> 01:16:07.960]  you know,
[01:16:08.100 --> 01:16:08.580]  see-through
[01:16:08.580 --> 01:16:09.420]  and
[01:16:09.420 --> 01:16:10.940]  semi-see-through,
[01:16:11.600 --> 01:16:12.100]  those that
[01:16:12.100 --> 01:16:12.340]  have
[01:16:12.340 --> 01:16:13.040]  translucent
[01:16:13.040 --> 01:16:13.700]  casings,
[01:16:13.800 --> 01:16:14.180]  most of
[01:16:14.180 --> 01:16:14.620]  them are,
[01:16:14.720 --> 01:16:15.120]  if you look
[01:16:15.120 --> 01:16:15.400]  at them
[01:16:15.400 --> 01:16:16.000]  very well,
[01:16:16.300 --> 01:16:16.860]  you can
[01:16:16.860 --> 01:16:17.240]  see that
[01:16:17.240 --> 01:16:17.580]  there's
[01:16:17.580 --> 01:16:18.060]  one
[01:16:18.060 --> 01:16:19.240]  lead
[01:16:19.240 --> 01:16:19.600]  that
[01:16:19.600 --> 01:16:19.920]  goes
[01:16:19.920 --> 01:16:20.480]  to a
[01:16:20.480 --> 01:16:21.100]  larger
[01:16:21.100 --> 01:16:22.040]  structure,
[01:16:23.040 --> 01:16:23.300]  okay?
[01:16:23.740 --> 01:16:24.080]  There is
[01:16:24.080 --> 01:16:24.780]  a larger
[01:16:24.780 --> 01:16:25.360]  structure
[01:16:25.360 --> 01:16:25.780]  and then
[01:16:25.780 --> 01:16:26.040]  there's
[01:16:26.040 --> 01:16:26.260]  that
[01:16:26.260 --> 01:16:26.820]  smaller
[01:16:26.820 --> 01:16:27.380]  side
[01:16:27.380 --> 01:16:27.860]  of it,
[01:16:28.420 --> 01:16:28.640]  okay?
[01:16:28.960 --> 01:16:29.160]  So,
[01:16:29.320 --> 01:16:29.600]  what is that?
[01:16:30.000 --> 01:16:30.180]  Alright?
[01:16:30.320 --> 01:16:30.440]  So,
[01:16:30.500 --> 01:16:30.740]  these
[01:16:30.740 --> 01:16:31.160]  are
[01:16:31.160 --> 01:16:31.880]  diodes.
[01:16:32.640 --> 01:16:32.800]  So,
[01:16:33.240 --> 01:16:33.520]  the
[01:16:33.520 --> 01:16:34.220]  larger
[01:16:34.220 --> 01:16:34.760]  structure
